Unnamed: 0,author,statement,source,date,target,BinaryTarget,BinaryNumTarget,Fake,Real
3124,Gabrielle Settles,"Jamie Foxx tras una coagulación de sangre en el cerebro ""habría quedado ciego y paralizado"" debido a una ""dosis de vacuna contra el coronavirus"".",Facebook posts,"June 7, 2023",FALSE,FAKE,0,FAKE,
3125,Madison Czopek,"“New tapes” of Nancy Pelosi show that the Jan. 6, 2021, attack on the U.S. Capitol “was all planned.”",Benny Johnson,"June 6, 2023",FALSE,FAKE,0,FAKE,
3126,Loreben Tuquero,Photos show Target selling children’s clothing with satanic imagery.,Facebook posts,"June 6, 2023",FALSE,FAKE,0,FAKE,
3127,Maria Briceño,"Disney ""acaba de publicar"" que no puedes entrar a sus parques en Florida y California ""sin que tus hijos reconozcan que no le pueden llamar a un niño él o ella"".",Facebook posts,"June 6, 2023",FALSE,FAKE,0,FAKE,
3128,Sara Swann,Texas Attorney General Ken Paxton was “caught on tape saying he discarded 2.5 million mail-in ballots in Texas.”,TikTok posts,"June 6, 2023",FALSE,FAKE,0,FAKE,
3129,Tom Kertscher,Boiling tap water causes fluoride in the water to be “more toxic.”,Facebook posts,"June 6, 2023",pants-fire,FAKE,0,FAKE,
3130,Sevana Wenn,The average amount of assistance for the Supplemental Nutrition Assistance Program is $6 a day.,Pramila Jayapal,"June 6, 2023",mostly-true,REAL,1,,
3131,Louis Jacobson,"Having ""biological boys … in their locker rooms” is a reason why “a third of our teenage girls seriously contemplated suicide last year.""",Nikki Haley,"June 6, 2023",FALSE,FAKE,0,FAKE,
3132,Loreben Tuquero,"In a simulation, an AI-enabled drone operated by the U.S. Air Force killed its operators and “started taking out communication towers.”",Instagram posts,"June 5, 2023",FALSE,FAKE,0,FAKE,
3133,Maria Ramirez,"Donald Trump ""wanted to amnesty 2 million illegal aliens in 2018 when he was president.""",Ron DeSantis,"June 5, 2023",mostly-true,REAL,1,,
3134,Gabrielle Settles,“Jamie Foxx left ‘paralyzed and blind’ from blood clot in his brain” after a COVID-19 vaccine injection.,Charlie Kirk,"June 5, 2023",FALSE,FAKE,0,FAKE,
3135,Julie Appleby,"""Americans will get $1.1 B in rebates from health insurance companies this year cuz of a provision I wrote in the ACA.”",Al Franken,"June 5, 2023",mostly-true,REAL,1,,
3136,Grace Abels,"The blue, pink, and white colors in the progress pride flag represent pedophiles",Facebook posts,"June 2, 2023",pants-fire,FAKE,0,FAKE,
3137,Jeff Cercone,"""The European Union is now warning pregnant women not to get the COVID-19 vaccine due to the possibility of infertility and miscarriage.”",Instagram posts,"June 1, 2023",FALSE,FAKE,0,FAKE,
3138,Loreben Tuquero,Photos show “Elon Musk and his company are in the final stages of making a Robot Wife.”,Instagram posts,"June 1, 2023",FALSE,FAKE,0,FAKE,
3139,Louis Jacobson,"""Every study has shown” that when work requirements are tied to federal safety-net programs, “it puts more people to work.”",Kevin McCarthy,"June 1, 2023",barely-true,FAKE,0,FAKE,
3140,Tom Kertscher,"The U.S. ""takes 87% of all the prescription medications in the world.""",Facebook posts,"June 1, 2023",FALSE,FAKE,0,FAKE,
3141,Gabrielle Settles,Video shows boxes of books removed from a middle school library that were “banned by the DeSantis regime in Florida.”,Instagram posts,"June 1, 2023",FALSE,FAKE,0,FAKE,
3142,Maria Briceño,La guanábana “es considerada como la quimioterapia natural”.,Facebook posts,"June 1, 2023",FALSE,FAKE,0,FAKE,
3143,Jeff Cercone,30 tons of lost ammonium nitrate on a California-bound train suggest an orchestrated conspiracy.,Facebook posts,"June 1, 2023",FALSE,FAKE,0,FAKE,
3144,Sara Swann,Pop-Tarts and other foods “have antifreeze in them.”,Instagram posts,"June 1, 2023",FALSE,FAKE,0,FAKE,
3145,Vanessa Swales,On exceptions to Wisconsin's abortion ban,Derrick Van Orden,"June 1, 2023",half-flip,FAKE,0,FAKE,
3146,Tom Kertscher,"Video shows officials in Maricopa County, Arizona, ""illegally breaking into"" voting machines.",Instagram posts,"May 31, 2023",FALSE,FAKE,0,FAKE,
3147,Matthew Crowley,“There's not been a single book banned in the state of Florida.”,Ron DeSantis,"May 31, 2023",FALSE,FAKE,0,FAKE,
3148,Loreben Tuquero,"Chick-fil-A “just hired a VP of Diversity, Equity and Inclusion.”",Tweets,"May 31, 2023",FALSE,FAKE,0,FAKE,
3149,Grace Abels,Roseanne Barr made a video of a rainbow in a sprinkler questioning 'what the heck is in our water supply.',TikTok posts,"May 31, 2023",FALSE,FAKE,0,FAKE,
3150,Samantha Putterman,“Arizona BANS Electronic Voting Machines.”,Facebook posts,"May 31, 2023",FALSE,FAKE,0,FAKE,
3151,Madison Czopek,"""Si trabajaste en el año 2020 puede ser que te deban muchísimo dinero” a través de un “crédito que está activo hasta ahora”.",Facebook posts,"May 31, 2023",FALSE,FAKE,0,FAKE,
3152,Jeff Cercone,“Miami-Dade County has banned” Amanda Gorman’s poem “from elementary schools.”,Instagram posts,"May 31, 2023",barely-true,FAKE,0,FAKE,
3153,Andy Nguyen,A chart on Arctic sea ice provides evidence that Al Gore was wrong when he said in 2009 that the north polar ice cap would lose all of its ice “within the next five to seven years.”,Alex Epstein,"May 31, 2023",half-true,REAL,1,,
3154,Gabrielle Settles,"""F.ight BREAKS as C.omer SHUTS UP Biden's lawyer with B0MBSHELL.""",Facebook posts,"May 31, 2023",pants-fire,FAKE,0,FAKE,
3155,Madison Czopek,House Speaker Kevin McCarthy called for the immediate “expulsion and prosecution of Rep. Adam Schiff for committing crimes of treason against the United States.”,Instagram posts,"May 30, 2023",FALSE,FAKE,0,FAKE,
3156,Maria Briceño,Says Ron DeSantis said Puerto Rico’s flag can’t be displayed in Florida.,TikTok posts,"May 30, 2023",FALSE,FAKE,0,FAKE,
3157,Loreben Tuquero,"Rep. Eric Swalwell, D-Calif., is facing charges after “lying” to Rep. Jim Jordan, R-Ohio.",Facebook posts,"May 30, 2023",FALSE,FAKE,0,FAKE,
3158,Loreben Tuquero,Video shows Rep. Nancy Pelosi being arrested.,Instagram posts,"May 30, 2023",pants-fire,FAKE,0,FAKE,
3159,Maria Briceño,"""Estelas de aviones ... están modificadas con químicos por gobiernos poderosos para enfermar a las personas con fines económicos manipulativos y de reducción de la población"".",Facebook posts,"May 30, 2023",pants-fire,FAKE,0,FAKE,
3160,Marta Campabadal,"Estas imágenes tomadas ""con 100 años de diferencia"" muestran que el nivel del mar no ha subido.",Facebook posts,"• May 30,",FALSE,FAKE,0,FAKE,
3161,Tom Kertscher,"Electric vehicles are a ""giant computer that can be controlled remotely from some cloud-based central grid.""",Facebook posts,"May 26, 2023",barely-true,FAKE,0,FAKE,
3162,Andy Nguyen,“Adam Schiff just got served” with a $16 million fine for Russia collusion investigation.,Facebook posts,"May 26, 2023",FALSE,FAKE,0,FAKE,
3163,Gabrielle Settles,"Says Bill Gates visited Jeffrey Epstein’s Island ""37 times.""",Instagram posts,"May 26, 2023",FALSE,FAKE,0,FAKE,
3164,Loreben Tuquero,“50 U.S. politicians who received satellite phones were taken to an undisclosed government bunker facility to ensure a Continuation of Government.”,Facebook posts,"May 26, 2023",FALSE,FAKE,0,FAKE,
3165,Maria Ramirez,“Ron DeSantis voted against the wall.”,MAGA Inc,"• May 26,",barely-true,FAKE,0,FAKE,
3166,Sara Swann,"""1,000,000 Ukraine soldiers wiped out”",Facebook posts,"May 26, 2023",FALSE,FAKE,0,FAKE,
3167,Gabrielle Settles,"“If you shopped at Walmart in 2022, you could be entitled to a $500 refund!”",Facebook posts,"May 26, 2023",FALSE,FAKE,0,FAKE,
3168,Madison Czopek,North Korean leader Kim Jong-un “just ordered the evacuation of the capital city.”,Facebook posts,"May 26, 2023",FALSE,FAKE,0,FAKE,
3169,Louis Jacobson,"Said he was “able to convince India, Australia, Japan, and the United States to form an organization called the Quad to maintain stability in the Indian Ocean and the South China Sea.""",Joe Biden,"May 26, 2023",barely-true,FAKE,0,FAKE,
3170,Jeff Cercone,U.S. destroyer recently fired at an armed Iranian ship.,Facebook posts,"May 26, 2023",FALSE,FAKE,0,FAKE,
3171,Loreben Tuquero,A list shows violent crimes in Los Angeles that “people will be set free on as of today.”,Instagram posts,"May 26, 2023",FALSE,FAKE,0,FAKE,
3172,Sara Swann,Video shows a U.S. military member opening a border gate and allowing immigrants to enter the country illegally.,TikTok posts,"May 26, 2023",FALSE,FAKE,0,FAKE,
3173,Maria Briceño,"Ron DeSantis ""firmó una ley para prohibir exhibir la bandera de Puerto Rico en público"".",TikTok posts,"May 26, 2023",FALSE,FAKE,0,FAKE,
3174,D.L. Davis,"Infertility is treated differently than other issues and ""often excluded from insurance coverage""",Kelda Helen Roys,"May 26, 2023",TRUE,REAL,1,,
3175,Jeff Cercone,"""NYC mayor plans to track and limit meat and dairy.""",Instagram posts,"May 25, 2023",barely-true,FAKE,0,FAKE,
3176,Marta Campabadal,"""¡Rusia levanta la bandera blanca y se rinde a Ucrania!""",Facebook posts,"• May 25,",pants-fire,FAKE,0,FAKE,
3177,Tom Kertscher,Photo shows the U.S. Pentagon “is under attack.”,Facebook posts,"May 25, 2023",pants-fire,FAKE,0,FAKE,
3178,Jeff Cercone,"""The NEXT pandemic is here and children are the target, says Bill Gates.”",Facebook posts,"May 25, 2023",FALSE,FAKE,0,FAKE,
3179,Gabrielle Settles,Dr. Sebi was killed “for revealing the truth” about the health benefits of burdock plants.,Facebook posts,"May 25, 2023",FALSE,FAKE,0,FAKE,
3180,Madison Czopek,"An Arizona judge was “forced to overturn” an election and ruled “274,000 ballots must be thrown out.”",Facebook posts,"May 24, 2023",FALSE,FAKE,0,FAKE,
3181,Marta Campabadal,"""Estados Unidos en peligro advierte el presidente y llama a todos a defender el alma de Estados Unidos"".",Facebook posts,"• May 24,",FALSE,FAKE,0,FAKE,
3182,Louis Jacobson,“The share of working-age men choosing to work is the lowest it has ever been.”,Tim Scott,"May 24, 2023",half-true,REAL,1,,
3183,Tom Kertscher,"“The best type” of drinking water is H3O2, from fruits, “a more structured form of water.”",Facebook posts,"May 24, 2023",FALSE,FAKE,0,FAKE,
3184,Samantha Putterman,"“AIDS-associated diseases and cancers have increased by 338x since the rollout of the COVID-19 vaccines, according to the CDC and foreign government bodies.""",Instagram posts,"May 24, 2023",pants-fire,FAKE,0,FAKE,
3185,Maria Ramirez,"“Just last year,” Miami-Dade Public Schools “had over 14,000 new children, 10,000 of which came from four countries of Cuba, Nicaragua, Venezuela and Haiti.”",Francis Suarez,"• May 23,",TRUE,REAL,1,,
3186,Gabrielle Settles,Says a report shows that “Ventilators Killed Nearly ALL COVID Patients”,Instagram posts,"May 23, 2023",FALSE,FAKE,0,FAKE,
3187,Madison Czopek,COVID-19 vaccines administered during pregnancy drove an increase in cases of myocarditis in babies.,Instagram posts,"May 23, 2023",FALSE,FAKE,0,FAKE,
3188,Sara Swann,“Tuck-friendly” bathing suits at Target “are available in kids’ sizes.”,Matt Walsh,"May 23, 2023",FALSE,FAKE,0,FAKE,
3189,Loreben Tuquero,"A video shows former President Barack Obama referring to his wife, Michelle as “Michael.”",Facebook posts,"May 23, 2023",pants-fire,FAKE,0,FAKE,
3190,Loreben Tuquero,A bill in Connecticut that changes the definition for “sexual orientation” would protect “minor attracted persons” from discrimination.,Instagram posts,"May 23, 2023",FALSE,FAKE,0,FAKE,
3191,Maria Briceño,"""La gente que se sube al coche manteniendo las ventanas cerradas inevitablemente aspirará en rápida sucesión excesivas cantidades” de benceno.",Facebook posts,"May 23, 2023",FALSE,FAKE,0,FAKE,
3192,Louis Jacobson,“(Donald) Trump ran up more debt than any other president in American history.”,Hakeem Jeffries,"May 22, 2023",barely-true,FAKE,0,FAKE,
3193,Maria Ramirez,"“El gobierno de Estados Unidos estará otorgando 30,000 visas mensuales"" para personas de Colombia, Guatemala, Honduras y El Salvador ""para poder venir a vivir a los Estados Unidos por dos años con permiso de trabajo"".",TikTok posts,"May 19, 2023",barely-true,FAKE,0,FAKE,
3194,Matthew Crowley,"“For African American families in particular, the homeownership rate remains relatively unchanged since 1968, the year the Fair Housing Act was signed into law.”",Tim Scott,"May 19, 2023",TRUE,REAL,1,,
3195,Madison Czopek,"“U.S. military is now testing soldiers for AIDS, after DOD database reports 500% increase in HIV since the COVID vaccine rollout.”",Instagram posts,"May 19, 2023",FALSE,FAKE,0,FAKE,
3196,Sara Swann,“Street lights are connected to mRNA.”,Facebook posts,"May 19, 2023",pants-fire,FAKE,0,FAKE,
3197,Samantha Putterman,“CNN announces today there will be no more live audiences at town halls.”,Facebook posts,"May 19, 2023",FALSE,FAKE,0,FAKE,
3198,Loreben Tuquero,Canadian Prime Minister Justin Trudeau posed improperly with South Korean National Assembly Speaker Kim Jin-pyo because he “had a bit too much to drink.”,Facebook posts,"May 19, 2023",FALSE,FAKE,0,FAKE,
3199,Jeff Cercone,"""Chinese communist” troops on the ground at U.S. southern border.",TikTok posts,"May 19, 2023",FALSE,FAKE,0,FAKE,
3200,Gabrielle Settles,Video shows “Pelosi CRIES LIKE KID after McCarthy kicked her out as speaker.”,Facebook posts,"May 18, 2023",pants-fire,FAKE,0,FAKE,
3201,Maria Briceño,This video shows empty shelves at a Florida grocery store because truckers said “they were not delivering anything to Florida !!!”,TikTok posts,"May 18, 2023",FALSE,FAKE,0,FAKE,
3202,Michelle Andrews,"""We pay by far the highest prices in the world for prescription drugs, in some cases 10 times more than the people of any other country.""",Bernie Sanders,"May 18, 2023",half-true,REAL,1,,
3203,Marta Campabadal,"“El Congreso ha aprobado un seguro de salud gratis con cobertura médica, dental y de visión”.",Facebook posts,"May 18, 2023",FALSE,FAKE,0,FAKE,
3204,Maria Ramirez,"""The Republican plan would cut federal law enforcement officers — 30,000 — including 11,000 FBI agents, 2,000 border agents, DEA agents, and so on.""",Joe Biden,"May 18, 2023",barely-true,FAKE,0,FAKE,
3205,Madison Czopek,An Instagram video shows a man confronting President Joe Biden about an inappropriate relationship with a 13-year-old girl.,Instagram posts,"May 18, 2023",pants-fire,FAKE,0,FAKE,
3206,Jill Terreri,The New York state budget covers 96% of eligible preschoolers,Kathy Hochul,"May 18, 2023",mostly-true,REAL,1,,
3207,Tom Kertscher,“A European study has found COVID vaccines could be causing ‘long-term brain damage.’”,TikTok posts,"May 18, 2023",FALSE,FAKE,0,FAKE,
3208,Tom Kertscher,Pregnant women getting the Tdap vaccine “voluntarily are quite literally the experiment.”,Instagram posts,"May 18, 2023",FALSE,FAKE,0,FAKE,
3209,Marta Campabadal,“JUST IN: A MASSIVE CARAVAN of illegal aliens is forcing their way into the US!”,Tweets,"May 18, 2023",FALSE,FAKE,0,FAKE,
3210,Paul Specht,“(I will oppose) any attempt to restrict or deny women’s basic health care needs.”,Tricia Cotham,"May 17, 2023",full-flop,FAKE,0,FAKE,
3211,Jeff Cercone,FedNow is a new “monetary system” that’s “going to cost you.”,Facebook posts,"May 17, 2023",FALSE,FAKE,0,FAKE,
3212,Tom Kertscher,"“We are about 1 degree Celsius above the coldest it’s been in the last 10,000 years” and “that’s why we shouldn’t be panicking.”",Instagram posts,"May 17, 2023",FALSE,FAKE,0,FAKE,
3213,Tom Kertscher,New Washington state law allows “government to take away minors from parents if they refuse to agree to gender-transition surgery.”,The Gateway Pundit,"May 17, 2023",FALSE,FAKE,0,FAKE,
3214,Gabrielle Settles,“Jamie Foxx is on Life Support in ICU at this hour … Family is preparing for the worst.”,Facebook posts,"May 16, 2023",FALSE,FAKE,0,FAKE,
3215,Gabrielle Settles,“The government has been putting ground up human teeth and bone in our food and calling it 'calcium phosphate.’”,Facebook posts,"May 16, 2023",pants-fire,FAKE,0,FAKE,
3216,Amy Sherman,“In Congress Ron DeSantis pushed a 23% national sales tax.”,MAGA Inc,"May 16, 2023",half-true,REAL,1,,
3217,Maria Ramirez,“A partir del 11 de mayo no podrán ser deportados personas que lleguen a la frontera de los Estados Unidos bajo el Título 42”.,TikTok posts,"May 16, 2023",barely-true,FAKE,0,FAKE,
3218,Loreben Tuquero,Photo shows former President Donald Trump “in the hood.”,Tweets,"May 16, 2023",FALSE,FAKE,0,FAKE,
3219,Marta Campabadal,"""Latino small businesses are 1 in 4 new businesses, but only 1% of venture capital funding goes to Latino businesses.""",Kamala Harris,"May 16, 2023",mostly-true,REAL,1,,
3220,Sara Swann,Photo shows Joe Biden touching a child inappropriately.,Instagram posts,"May 15, 2023",pants-fire,FAKE,0,FAKE,
3221,Loreben Tuquero,“NCAA strips Lia Thomas of National Championship After ‘Unfavorable’ Test Results.”,Tweets,"May 15, 2023",FALSE,FAKE,0,FAKE,
3222,Loreben Tuquero,Video shows Pfizer agreed to pay $2.3 billion in a health care fraud settlement involving COVID-19 vaccines.,Instagram posts,"May 12, 2023",FALSE,FAKE,0,FAKE,
3223,Paul Specht,Four North Carolina Republicans made “campaign promises” to protect reproductive rights,Roy Cooper,"May 12, 2023",half-true,REAL,1,,
3224,D.L. Davis,"“When a basketball player or football or baseball player from another team plays in Wisconsin, that one game's salary, they pay Wisconsin income tax on it. ... So, if for some reason we do not have the Brewers in Wisconsin all of those player salaries that generate dollars for the State of Wisconsin go away.""",Robin Vos,"May 12, 2023",TRUE,REAL,1,,
3225,Gabrielle Settles,California has approved $1.2 million in reparations for every Black resident.,Tweets,"May 12, 2023",FALSE,FAKE,0,FAKE,
3226,Amy Sherman,“Donald Trump himself wrote a book where he was talking about the need to increase the age of eligibility for Social Security to 70.”,Ron DeSantis,"May 12, 2023",mostly-true,REAL,1,,
3227,Samantha Putterman,“Hillary Clinton has Parkinson’s disease.”,Facebook posts,"May 11, 2023",FALSE,FAKE,0,FAKE,
3228,Ciara O'Rourke,Video shows Fox News host Sean Hannity saying an impostor is pretending to be President Joe Biden.,Viral image,"May 11, 2023",FALSE,FAKE,0,FAKE,
3229,Ciara O'Rourke,"NASA is “just a film studio, and all they do are movies.”",Viral image,"May 11, 2023",FALSE,FAKE,0,FAKE,
3230,Amy Sherman,"“Many of these teachers are soldiers, ex-soldiers, ex-policeman.”",Donald Trump,"May 11, 2023",barely-true,FAKE,0,FAKE,
3231,Loreben Tuquero,“The sun prevents skin cancer.”,Facebook posts,"May 11, 2023",FALSE,FAKE,0,FAKE,
3232,Ciara O'Rourke,The National Parks Service posted about children who have been freed from human traffickers.,Viral image,"May 11, 2023",pants-fire,FAKE,0,FAKE,
3233,Louis Jacobson,"House Speaker “Kevin McCarthy has quietly implemented a pay raise for members (of Congress) that could be $30,000+ per person. It circumvents the Constitution by instead reimbursing their rent, utilities, & meals.”",Brian Tyler Cohen,"May 11, 2023",barely-true,FAKE,0,FAKE,
3234,Maria Briceño,"Este video muestra ""gente saliendo de Florida por nueva orden que se aprobó ley antimigrante”.",TikTok posts,"May 11, 2023",FALSE,FAKE,0,FAKE,
3235,Ciara O'Rourke,Video shows Elon Musk saying “I just unbanned President Trump’s Twitter and I already have crybaby liberals threatening to quit Twitter.”,Viral image,"May 11, 2023",FALSE,FAKE,0,FAKE,
3236,Marta Campabadal,“Se filtran fotos” de “satanista enseñando sus Rituales y Adoración a lucifer a niños en bibliotecas de Estados Unidos”.,Facebook posts,"May 10, 2023",pants-fire,FAKE,0,FAKE,
3237,Samantha Putterman,"“Both murderers in Texas were not only illegals, but gang members” and were “most likely tied to MS-13.”",Facebook posts,"May 10, 2023",FALSE,FAKE,0,FAKE,
3238,Maria Briceño,En China se están fabricando huevos artificiales para el consumo humano.,Facebook posts,"May 10, 2023",FALSE,FAKE,0,FAKE,
3239,Marta Campabadal,Este video muestra “reptilianos”.,Facebook posts,"May 10, 2023",pants-fire,FAKE,0,FAKE,
3240,Maria Briceño,Tropas estadounidenses se preparan para “una pandemia zombies”.,Facebook posts,"May 10, 2023",FALSE,FAKE,0,FAKE,
3241,Madison Czopek,"Duke Health, UNC Health and ECU Health “in North Carolina are diagnosing toddlers who play with stereotypically opposite gender toys as having gender dysphoria and are beginning to transition them!!”",Instagram posts,"May 10, 2023",FALSE,FAKE,0,FAKE,
3242,Gabrielle Settles,“Goldfish crackers contain a dangerously high amount of weed killer.”,Facebook posts,"May 10, 2023",FALSE,FAKE,0,FAKE,
3243,Louis Jacobson,"“This year, there have been 13,000 deaths by gun violence. The vast majority, 95% of them, are in inner cities, where you have some of the strictest gun control laws in the country.”",Marc Short,"May 10, 2023",barely-true,FAKE,0,FAKE,
3244,Loreben Tuquero,Photo shows first person from a Honduras caravan to be granted asylum in the U.S.,Facebook posts,"May 9, 2023",FALSE,FAKE,0,FAKE,
3245,Grace Abels,Democrats “introduced a bill that would ban detaining gay illegal immigrants.”,Will Cain,"May 9, 2023",barely-true,FAKE,0,FAKE,
3246,Ciara O'Rourke,“The Democratic Party just confirmed Michelle Obama will be its nominee and nobody noticed.”,Viral image,"May 9, 2023",FALSE,FAKE,0,FAKE,
3247,Ciara O'Rourke,“Robot attacks factory worker” in video.,Viral image,"May 9, 2023",FALSE,FAKE,0,FAKE,
3248,Sarah Bahari,Texas Gov. Greg Abbott “cut $211 million in mental health funding.”,Gavin Newsom,"May 9, 2023",barely-true,FAKE,0,FAKE,
3249,Ciara O'Rourke,Video shows House Speaker Kevin McCarthy announcing U.S. Rep. Nancy Pelosi “will be impeached.”,Facebook posts,"May 9, 2023",FALSE,FAKE,0,FAKE,
3250,Sara Swann,A robot with artificial intelligence “self-terminated” after 15 minutes of manual labor.,Facebook posts,"May 9, 2023",FALSE,FAKE,0,FAKE,
3251,Michael McAulliff,"Addressing the impact of the House GOP debt-ceiling bill on veterans’ programs, ""I'm dead serious that we're not cutting veterans, and I mean it.""",Mike Bost,"May 9, 2023",barely-true,FAKE,0,FAKE,
3252,Jeff Cercone,"Chelsea Clinton said, “It’s time to force-jab every unvaccinated child in America.”",Instagram posts,"May 9, 2023",FALSE,FAKE,0,FAKE,
3253,Ciara O'Rourke,Video shows the “Grim Reaper” appearing at King Charles III’s coronation.,Facebook posts,"May 8, 2023",FALSE,FAKE,0,FAKE,
3254,Jeff Cercone,Dropped globe in video shows NASA astronauts filming in TV studio.,Instagram posts,"May 8, 2023",FALSE,FAKE,0,FAKE,
3255,Ciara O'Rourke,Video shows a fight breaking out in a U.S. House of Representatives committee hearing.,Facebook posts,"May 8, 2023",FALSE,FAKE,0,FAKE,
3256,Samantha Putterman,Photo shows migrants heading to U.S. border in May 2023.,Tweets,"May 8, 2023",FALSE,FAKE,0,FAKE,
3257,Ciara O'Rourke,Says U.S. Rep. Nancy Pelosi “is guilty of treason.”,Facebook posts,"May 8, 2023",FALSE,FAKE,0,FAKE,
3258,Ciara O'Rourke,Photo shows former first lady Michelle Obama as a man.,Viral image,"May 8, 2023",pants-fire,FAKE,0,FAKE,
3259,Ciara O'Rourke,Video shows U.S. Rep. Madison Cawthorn receiving an “ovation” after confronting U.S. Rep. Nancy Pelosi.,Facebook posts,"May 8, 2023",FALSE,FAKE,0,FAKE,
3260,Samantha Putterman,“mRNA in food is being tested by USDA now.”,Instagram posts,"May 8, 2023",FALSE,FAKE,0,FAKE,
3261,Madison Czopek,U.S. Marine Corps arrested a CDC official.,TikTok posts,"May 8, 2023",FALSE,FAKE,0,FAKE,
3262,Ciara O'Rourke,"“Michelle Obama’s mother dies, leaves inheritance to ‘My son Michael.’”",Viral image,"May 8, 2023",pants-fire,FAKE,0,FAKE,
3263,Jill Terreri,"Fauci, DOD and CDC funded deadly pathogen research at Sudan lab",TikTok posts,"May 8, 2023",FALSE,FAKE,0,FAKE,
3264,Madison Czopek,"“If you need Girl Scout cookies this year and don’t have a local troop to support, please consider buying from Troop 6000, which is entirely made up of girls living in NYC’s homeless shelters.”",Facebook posts,"May 8, 2023",TRUE,REAL,1,,
3265,Jeff Cercone,"Simulation with fictional virus shows ‘“what they're preparing for us"" in 2025.",Instagram posts,"May 5, 2023",FALSE,FAKE,0,FAKE,
3266,Gabrielle Settles,"Video shows Kamala Harris talking nonsensically about today, tomorrow and yesterday.",Facebook posts,"May 5, 2023",pants-fire,FAKE,0,FAKE,
3267,Sara Swann,Florida lawmakers danced “after passing anti-trans legislation.”,TikTok posts,"May 5, 2023",barely-true,FAKE,0,FAKE,
3268,Loreben Tuquero,NASA's T-minus launch countdown is a mocking reference to Satan.,Instagram posts,"May 5, 2023",pants-fire,FAKE,0,FAKE,
3269,Ciara O'Rourke,Walmart stores are being converted to FEMA camps to imprison Americans.,Instagram posts,"May 5, 2023",FALSE,FAKE,0,FAKE,
3270,Ciara O'Rourke,Kobe Bryant was killed “as a setup to stop him from testifying.”,Instagram posts,"May 5, 2023",FALSE,FAKE,0,FAKE,
3271,Ciara O'Rourke,The phone President Richard Nixon used to talk to the first astronauts on the moon is evidence the 1969 moon landing was faked.,Instagram posts,"May 5, 2023",FALSE,FAKE,0,FAKE,
3272,Vanessa Swales,Says Social Security is a “legal Ponzi scheme.”,Ron Johnson,"May 5, 2023",barely-true,FAKE,0,FAKE,
3273,Ciara O'Rourke,Video shows U.S. Rep. Doug Collins exploding “with rage after Pelosi admits dirty ‘squad’ plan for Trump impeachment.”,Facebook posts,"May 4, 2023",FALSE,FAKE,0,FAKE,
3274,Ciara O'Rourke,Video shows House Speaker Kevin McCarthy calling on Vice President Kamala Harris to “step down.”,Facebook posts,"May 4, 2023",FALSE,FAKE,0,FAKE,
3275,Marta Campabadal,Apeel “es una compañía fundada por Bill Gates que utiliza mono y diglicéridos tóxicos para enfermarte”.,Facebook posts,"• May 4,",FALSE,FAKE,0,FAKE,
3276,Matthew Crowley,"Gov. Ron DeSantis signed “a last-minute exception into an anti-discrimination law for anyone who also operates a theme park more than 25 acres in Florida,” benefiting Walt Disney Co.",Vivek Ramaswamy,"May 4, 2023",mostly-true,REAL,1,,
3277,Mary McNaughton,Sen. Tommy Tuberville is preventing military promotions “because he objects to women within the military getting access to reproductive care.”,Charles Schumer,"May 4, 2023",half-true,REAL,1,,
3278,Amy Sherman,“Texas Republicans just voted to give a Republican appointee the power to single-handedly CANCEL election results in the state’s largest Democratic county.”,Facebook posts,"May 4, 2023",mostly-true,REAL,1,,
3279,Luiz Romero,Video shows Ukraine was “nuked.”,Facebook posts,"May 4, 2023",FALSE,FAKE,0,FAKE,
3280,Paul Specht,Minority Leader Robert Reives “sent out a statement … encouraging us to resign and/or (face) a primary challenge.”,Tricia Cotham,"May 4, 2023",barely-true,FAKE,0,FAKE,
3281,Ciara O'Rourke,“Fauci arrested.”,Facebook posts,"May 4, 2023",pants-fire,FAKE,0,FAKE,
3282,Ciara O'Rourke,“Babysitter on crystal meth eats 3-month-old toddler.”,Facebook posts,"May 4, 2023",pants-fire,FAKE,0,FAKE,
3283,Ciara O'Rourke,Imagen muestra “el doble” del presidente Joe Biden firmando documentos con su mano izquierda.,Facebook posts,"May 4, 2023",pants-fire,FAKE,0,FAKE,
3284,Jeff Cercone,"""NASA just announced a 100-foot-wide fissure-crack just opened up Yellowstone volcano in 24 hours.”",Facebook posts,"May 3, 2023",FALSE,FAKE,0,FAKE,
3285,Maria Briceño,"En WhatsApp puedes leer todas las conversaciones de tu pareja, “solo tienes que marcar *785# el número de su celular* # y listo”.",Instagram posts,"May 3, 2023",FALSE,FAKE,0,FAKE,
3286,Samantha Putterman,"“Putin JUST SHUTDOWN All Oil To The US, Collapsing The US Economy!”",Facebook posts,"May 3, 2023",pants-fire,FAKE,0,FAKE,
3287,Ciara O'Rourke,"Emergency stimulus loans “are finally available to U.S. citizens up to $5,000 even with poor credit.”",Facebook posts,"May 3, 2023",FALSE,FAKE,0,FAKE,
3288,Ciara O'Rourke,Photo shows President Joe Biden’s “body double” signing documents with his left hand.,Viral image,"May 3, 2023",pants-fire,FAKE,0,FAKE,
3289,Madison Czopek,“The flag of Washington’s District of Columbia has three red stars. One for each city state in the three-city empire.”,Facebook posts,"May 3, 2023",pants-fire,FAKE,0,FAKE,
